X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
X;O;O;O;O;O;O;O;O;O;O;O;M;O;O;O;O;O;O;O;O;O;O;H;X
X;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;X
X;O;O;O;O;O;O;R;R;R;R;R;R;R;R;R;R;R;O;O;O;O;O;O;X
X;O;O;O;O;O;O;D;D;D;D;D;D;D;D;D;D;D;O;O;O;O;O;O;X
X;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;X
X;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;X
X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
X;O;O;O;O;O;O;O;O;O;O;O;M;O;O;O;O;O;O;O;O;O;O;O;X
X;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;X
X;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;X
X;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;X
X;O;O;O;O;O;O;R;R;R;R;R;R;R;R;R;R;R;O;O;O;O;O;O;X
X;O;O;O;O;O;O;D;D;D;D;D;D;D;D;D;D;D;O;O;O;O;O;O;X
X;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;X
X;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;X
X;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;X
X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
X;O;O;O;O;O;O;O;O;O;O;O;M;O;O;O;O;O;O;O;O;O;O;O;X
X;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;X
X;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;X
X;O;O;R;R;R;R;O;O;O;O;O;O;O;O;O;O;O;R;R;R;R;O;O;X
X;O;O;D;D;D;D;O;O;O;O;O;O;O;O;O;O;O;D;D;D;D;O;O;X
X;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;X
X;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;X
X;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;X
X;E;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;X
X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
