X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
X;H;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;X;D;D;D;D;D;X
X;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;X;D;D;D;D;D;X
X;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;X;D;D;D;D;D;X
X;X;X;X;X;X;X;X;X;X;D;D;D;D;D;D;D;D;X;D;D;D;D;D;X
X;D;D;D;X;D;R;R;D;D;D;D;D;D;D;D;D;D;X;D;D;D;D;D;X
X;D;D;D;X;D;R;R;D;D;D;D;D;D;D;D;D;D;X;D;D;D;D;D;X
X;D;D;D;X;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;X
X;D;D;D;X;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;X
X;D;D;D;X;D;D;X;X;X;X;X;D;D;D;D;R;R;R;D;D;D;D;D;X
X;D;D;D;D;D;D;D;D;D;D;X;D;D;D;D;D;D;R;D;D;D;D;D;X
X;D;D;D;D;D;D;D;D;D;D;X;D;D;D;D;D;D;R;R;R;R;D;D;X
X;D;D;D;D;D;D;D;D;D;D;X;D;D;D;D;D;D;D;D;V;D;D;D;X
X;V;D;D;D;D;D;D;D;D;D;X;D;D;D;D;D;D;D;D;D;D;D;D;X
X;X;X;X;X;X;X;X;X;X;X;X;D;D;D;D;D;D;D;D;D;D;D;D;X
X;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;X
X;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;X
X;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;X
X;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;X
X;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;X;X;X;X;X;X;X
X;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;X;D;R;R;D;V;X
X;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;X;D;R;R;D;D;X
X;D;D;D;D;D;D;D;R;R;R;R;R;D;D;D;D;D;X;D;R;R;D;D;X
X;D;D;D;D;D;D;D;R;R;D;D;R;D;D;D;D;D;X;D;D;D;D;D;X
X;D;D;D;D;D;D;D;R;R;V;D;R;D;D;D;D;D;D;D;D;D;D;D;X
X;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;X
X;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;X
X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
